CameraMaker,CameraModel,SensorDescription,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Pentax,*ist D,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,*ist DL,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,*ist DL2,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,*ist DS,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,*ist DS2,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,645D,44 x 33 mm,44,33,7294,5484
Pentax,645Z,44 x 33 mm,44,33,8269,6217
Pentax,Efina,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Pentax,EI-100,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1268,946
Pentax,EI-200,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Pentax,EI-2000,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,1589,1195
Pentax,K-01,23.7 x 15.7 mm,23.7,15.7,4962,3286
Pentax,K-3,23.5 x 15.6 mm,23.5,15.6,6064,4016
Pentax,K-30,23.7 x 15.7 mm,23.7,15.7,4962,3286
Pentax,K-5,23.6 x 15.7 mm,23.6,15.7,4944,3296
Pentax,K-5 II,23.7 x 15.7 mm,23.7,15.7,4962,3286
Pentax,K-50,23.7 x 15.7 mm,23.7,15.7,4962,3286
Pentax,K-500,23.7 x 15.7 mm,23.7,15.7,4962,3286
Pentax,K-7,23.4 x 15.6 mm,23.4,15.6,4680,3120
Pentax,K-m,23.5 x 15.7 mm,23.5,15.7,3912,2608
Pentax,K-r,23.6 x 15.8 mm,23.6,15.8,4299,2885
Pentax,K-S1,23.5 x 15.6 mm,23.5,15.6,5512,3650
Pentax,K-x,23.6 x 15.8 mm,23.6,15.8,4299,2885
Pentax,K100D,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,K100D Super,23.5 x 15.7 mm,23.5,15.7,3026,2017
Pentax,K10D,23.5 x 15.7 mm,23.5,15.7,3873,2582
Pentax,K110D,23.7 x 15.5 mm,23.7,15.5,3055,1997
Pentax,K200D,23.5 x 15.7 mm,23.5,15.7,3912,2608
Pentax,K20D,23.4 x 15.6 mm,23.4,15.6,4680,3120
Pentax,MX-1,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4011,2993
Pentax,Optio 230,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Pentax,Optio 30,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2108,1585
Pentax,Optio 330,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Pentax,Optio 330GS,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Pentax,Optio 330RS,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Pentax,Optio 33L,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Pentax,Optio 33LF,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Pentax,Optio 33WR,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Pentax,Optio 430,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2248,1690
Pentax,Optio 430RS,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2248,1690
Pentax,Optio 43WR,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2277,1712
Pentax,Optio 450,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Pentax,Optio 50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Pentax,Optio 50L,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio 550,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Pentax,Optio 555,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Pentax,Optio 60,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2849,2142
Pentax,Optio 750Z,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Pentax,Optio A10,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Pentax,Optio A20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Pentax,Optio A30,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Pentax,Optio A40,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4011,2993
Pentax,Optio E10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio E20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio E25,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio E30,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio E40,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Pentax,Optio E50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Pentax,Optio E60,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3665,2756
Pentax,Optio E70,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Pentax,Optio E70L,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Pentax,Optio E75,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3665,2756
Pentax,Optio E80,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Pentax,Optio E85,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio E90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Pentax,Optio H90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio I-10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio L20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Pentax,Optio L50,"1/2.35"" (~ 6.03 x 4.52 mm)",6.03,4.52,3362,2528
Pentax,Optio LS1000,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Pentax,Optio LS1100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Pentax,Optio LS465,23.7 x 15.7 mm,23.7,15.7,4915,3255
Pentax,Optio M10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio M20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio M30,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio M40,"1/2.35"" (~ 6.03 x 4.52 mm)",6.03,4.52,3262,2453
Pentax,Optio M50,"1/2.35"" (~ 6.03 x 4.52 mm)",6.03,4.52,3262,2453
Pentax,Optio M60,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Pentax,Optio M85,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio M90,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4011,3016
Pentax,Optio MX,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2108,1585
Pentax,Optio MX4,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2306,1734
Pentax,Optio P70,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Pentax,Optio P80,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio RS1000,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Pentax,Optio RS1500,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Pentax,Optio RZ10,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4330,3256
Pentax,Optio RZ18,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4612,3468
Pentax,Optio S,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2031,1527
Pentax,Optio S1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Pentax,Optio S10,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Pentax,Optio S12,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4011,2993
Pentax,Optio S30,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Pentax,Optio S4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Pentax,Optio S40,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Pentax,Optio S45,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Pentax,Optio S4i,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Pentax,Optio S50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio S55,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio S5i,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Pentax,Optio S5n,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Pentax,Optio S5z,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio S6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio S60,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio S7,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio SV,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio SVi,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio T10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio T20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio T30,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio V10,"1/2.35"" (~ 6.03 x 4.52 mm)",6.03,4.52,3262,2453
Pentax,Optio V20,"1/2.35"" (~ 6.03 x 4.52 mm)",6.03,4.52,3262,2453
Pentax,Optio VS20,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4612,3468
Pentax,Optio W10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio W20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio W30,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Pentax,Optio W60,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Pentax,Optio W80,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio W90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Pentax,Optio WG-1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Pentax,Optio WG-1 GPS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Pentax,Optio WG-2,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Pentax,Optio WG-2 GPS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Pentax,Optio WP,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Pentax,Optio WPi,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Pentax,Optio WS80,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Pentax,Optio X,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Pentax,Optio Z10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Pentax,Q,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
Pentax,Q-S1,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4076,3042
Pentax,Q10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
Pentax,Q7,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4076,3042
Pentax,WG-10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Pentax,WG-3,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Pentax,X-5,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4612,3468
Pentax,X70,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Pentax,X90,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Pentax,XG-1,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4612,3468
Praktica,DC 20,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1631,1226
Praktica,DC 21,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Praktica,DC 22,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Praktica,DC 32,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Praktica,DC 34,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2095,1575
Praktica,DC 42,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2363,1777
Praktica,DC 44,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2363,1777
Praktica,DC 50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2627,1975
Praktica,DC 52,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2671,2008
Praktica,DC 60,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2867,2156
Praktica,DC Slim 2,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1631,1226
Praktica,DC Slim 5,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2604,1958
Praktica,DC440,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Praktica,DCZ 1.3,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Praktica,DCZ 10.1,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3713,2792
Praktica,DCZ 10.2,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3677,2765
Praktica,DCZ 10.3,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Praktica,DCZ 10.4,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Praktica,DCZ 12.1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Praktica,DCZ 12.Z4,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Praktica,DCZ 14.1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Praktica,DCZ 14.2,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Praktica,DCZ 2.0,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,1672,1257
Praktica,DCZ 2.1,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,1676,1260
Praktica,DCZ 2.1 S,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1682,1255
Praktica,DCZ 2.2,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Praktica,DCZ 2.2 S,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1631,1226
Praktica,DCZ 3.0,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2044,1537
Praktica,DCZ 3.2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2063,1551
Praktica,DCZ 3.2D,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2095,1575
Praktica,DCZ 3.2S,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2095,1575
Praktica,DCZ 3.3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
Praktica,DCZ 3.4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2063,1551
Praktica,DCZ 3.5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,1998,1502
Praktica,DCZ 4.1,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Praktica,DCZ 4.2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Praktica,DCZ 4.3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Praktica,DCZ 4.4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2363,1777
Praktica,DCZ 5.1,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Praktica,DCZ 5.2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Praktica,DCZ 5.3,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Praktica,DCZ 5.4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Praktica,DCZ 5.5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2629,1977
Praktica,DCZ 5.8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Praktica,DCZ 6.1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Praktica,DCZ 6.2,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2849,2142
Praktica,DCZ 6.3,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2849,2142
Praktica,DCZ 6.8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Praktica,DCZ 7.1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Praktica,DCZ 7.2,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3084,2319
